{'Regression Discontinuity': (0.00400255429831572, 0.0009672641754150391), 'Propensity Stratification': (0.002075741965491506, 0.0028476715087890625), 'Direct Difference': (0.4064076375155442, 0.0005331039428710938), 'Adjusted Direct': (0.0073721758334814695, 11.485010623931885), 'Horvitz-Thompson': (0.005782794731011954, 0.0004711151123046875), 'Doubly Robust': (0.008312551408029601, 10.976722240447998), 'TMLE': (0.10641033222563621, 21.317744970321655), 'Off-policy': (0.0012156357746740917, 11.245602369308472), 'Double-Double': (0.00019442472234279477, 22.78259801864624), 'Direct Prediction': (0.016150922278587058, 11.141611814498901), 'SNet': (0.01641575404360826, 20.496981143951416), 'FlexTENet': (2.2511181446531353e-06, 222.0096733570099), 'OffsetNet': (0.0015587242225568805, 124.86206650733948), 'TNet': (0.00010379582622015205, 133.67186427116394), 'TARNet': (3.6203600402632104e-05, 108.8551721572876), 'DragonNet': (0.0880092616745521, 5.424975872039795), 'SNet3': (0.0002462818439984649, 14.498412132263184), 'DRNet': (0.0006396437453516291, 139.0149405002594), 'RANet': (0.0001333619940678345, 179.98398280143738), 'PWNet': (0.2844927925736872, 138.8646912574768), 'RNet': (0.004378211385140909, 60.949841260910034), 'XNet': (7.27241847902671e-06, 242.9821755886078)}
{'Regression Discontinuity': (0.004792420319891944, 0.0009520053863525391), 'Propensity Stratification': (0.0020754402417060775, 0.0027375221252441406), 'Direct Difference': (0.4064076375155442, 0.00048232078552246094), 'Adjusted Direct': (0.00668643673550995, 11.9978187084198), 'Horvitz-Thompson': (0.007316117574191406, 0.00046706199645996094), 'Doubly Robust': (0.011141861697972096, 11.260579586029053), 'TMLE': (0.23289473513831827, 26.772607803344727), 'Off-policy': (0.003978324281408166, 10.811943054199219), 'Double-Double': (4.082901349293217e-05, 23.03559970855713), 'Direct Prediction': (0.0070021729828677794, 10.608192443847656), 'SNet': (0.01641575404360826, 18.850483417510986), 'FlexTENet': (2.2511181446531353e-06, 205.33683156967163), 'OffsetNet': (0.0015587242225568805, 126.66978645324707), 'TNet': (0.00010379582622015205, 126.20202851295471), 'TARNet': (3.6203600402632104e-05, 104.44910955429077), 'DragonNet': (0.0880092616745521, 5.202179193496704), 'SNet3': (0.0002462818439984649, 13.05809473991394), 'DRNet': (0.0006396437453516291, 130.9801037311554), 'RANet': (0.0001333619940678345, 168.47002148628235), 'PWNet': (0.2844927925736872, 131.6907241344452), 'RNet': (0.004378211385140909, 56.16742920875549), 'XNet': (7.27241847902671e-06, 226.95052027702332)}
{'Regression Discontinuity': (0.001360809260815234, 0.0009753704071044922), 'Propensity Stratification': (0.0014342453472402747, 0.0026693344116210938), 'Direct Difference': (0.47966575311022125, 0.0005600452423095703), 'Adjusted Direct': (0.004958437536366198, 12.457589387893677), 'Horvitz-Thompson': (0.013289450506171677, 0.0005104541778564453), 'Doubly Robust': (0.0029754345746256395, 12.756417512893677), 'TMLE': (0.0260508608339112, 24.980963945388794), 'Off-policy': (0.007095438822068185, 12.954951524734497), 'Double-Double': (3.678946375194306e-05, 25.722504138946533), 'Direct Prediction': (0.005695306972171639, 12.724545955657959), 'SNet': (0.08166588968850162, 8.387567520141602), 'FlexTENet': (0.00026747479362977444, 160.74981546401978), 'OffsetNet': (0.0008056386205459259, 114.45453119277954), 'TNet': (0.0001889060153015983, 125.5685179233551), 'TARNet': (6.056306043921052e-05, 131.06572318077087), 'DragonNet': (0.0010973394766924736, 3.2077691555023193), 'SNet3': (0.04049105633305213, 6.619685888290405), 'RANet': (0.0003099976123024602, 211.31253170967102)}
{'Regression Discontinuity': (0.00114662655612484, 0.0010342597961425781), 'Propensity Stratification': (0.0015942007586991452, 0.0028808116912841797), 'Direct Difference': (0.47966575311022125, 0.0005185604095458984), 'Adjusted Direct': (0.005365239467159376, 13.156978607177734), 'Horvitz-Thompson': (0.007406104655951467, 0.0004980564117431641), 'Doubly Robust': (0.0024543307045079366, 12.246185064315796), 'TMLE': (0.0022299794207115307, 81.39909410476685), 'Off-policy': (0.003876440274676208, 19.31952714920044), 'Double-Double': (2.402719304744826e-06, 27.329917907714844), 'Direct Prediction': (0.011128438341426827, 11.835546016693115), 'SNet': (0.08166588968850162, 7.70056939125061), 'FlexTENet': (0.00026747479362977444, 147.8981535434723), 'OffsetNet': (0.0008056386205459259, 115.60036253929138), 'TNet': (0.0001889060153015983, 118.58508515357971), 'TARNet': (6.056306043921052e-05, 125.85061764717102), 'DragonNet': (0.0010973394766924736, 2.9749739170074463), 'SNet3': (0.04049105633305213, 6.044566631317139), 'RANet': (0.0003099976123024602, 197.29225397109985)}
{'Regression Discontinuity': (0.0018404364935206358, 0.0010488033294677734), 'Propensity Stratification': (0.0015080587936667053, 0.002794981002807617), 'Direct Difference': (0.4004831596197904, 0.0005514621734619141), 'Adjusted Direct': (0.005759126501302979, 11.899938106536865), 'Horvitz-Thompson': (0.0012956442130554774, 0.0004734992980957031), 'Doubly Robust': (0.0005595246141455744, 12.248814582824707), 'TMLE': (0.1990599278302405, 23.97339630126953), 'Off-policy': (0.003995268977401009, 12.767798900604248), 'Double-Double': (1.782126428718185e-05, 24.468863248825073), 'Direct Prediction': (0.0037866082698680423, 12.100465059280396), 'SNet': (0.03382888997954366, 15.101997137069702), 'FlexTENet': (0.00020549212257858142, 164.5952501296997), 'OffsetNet': (0.001093831672787963, 193.8526473045349), 'TNet': (4.1586079881680536e-07, 123.56475067138672), 'TARNet': (0.00020159829940768502, 155.071063041687), 'DragonNet': (0.011921725450105116, 4.47136664390564), 'SNet3': (0.0008354750861900134, 16.920689344406128), 'RANet': (3.9932047582204436e-06, 198.54268622398376)}
{'Regression Discontinuity': (0.002718345336946451, 0.001092672348022461), 'Propensity Stratification': (0.001523778681653873, 0.0029544830322265625), 'Direct Difference': (0.4004831596197904, 0.0005404949188232422), 'Adjusted Direct': (0.005338415998908386, 11.68235182762146), 'Horvitz-Thompson': (0.001515958990675534, 0.0005068778991699219), 'Doubly Robust': (0.005631273562596993, 14.1718270778656), 'TMLE': (0.2954562134515888, 24.07248830795288), 'Off-policy': (0.003637766807671361, 15.56614089012146), 'Double-Double': (7.180220302137008e-05, 24.125218152999878), 'Direct Prediction': (0.00814969838351109, 12.541937828063965), 'SNet': (0.03382888997954366, 13.461415529251099), 'FlexTENet': (0.00020549212257858142, 152.81197786331177), 'OffsetNet': (0.001093831672787963, 195.88176202774048), 'TNet': (4.1586079881680536e-07, 116.94630599021912), 'TARNet': (0.00020159829940768502, 147.0449140071869), 'DragonNet': (0.011921725450105116, 4.213564157485962), 'SNet3': (0.0008354750861900134, 15.606253147125244), 'RANet': (3.9932047582204436e-06, 186.3934304714203)}
{'Regression Discontinuity': (0.0012378259962294979, 0.0009450912475585938), 'Propensity Stratification': (0.0011911623637468904, 0.0027790069580078125), 'Direct Difference': (0.36898214913281946, 0.0005688667297363281), 'Adjusted Direct': (0.005746894850445594, 12.10269832611084), 'Horvitz-Thompson': (0.009985785097052316, 0.0004839897155761719), 'Doubly Robust': (0.004100308387561518, 12.157499313354492), 'TMLE': (0.6329303773578537, 24.183025360107422), 'Off-policy': (0.004728587547397224, 12.864365100860596), 'Double-Double': (2.077204525736646e-08, 24.425748586654663), 'Direct Prediction': (0.0073558565616636895, 12.551570177078247), 'SNet': (0.024175671397044667, 57.0415735244751), 'FlexTENet': (0.0010989244499877674, 182.3034074306488), 'OffsetNet': (0.0012910906694040178, 177.6478133201599), 'TNet': (8.407356975783341e-05, 133.21254014968872), 'TARNet': (1.1999098355888608e-06, 118.38285851478577), 'DragonNet': (0.04971684963427471, 7.445952892303467), 'SNet3': (0.01329478170448454, 38.198578119277954), 'DRNet': (0.0009857423044949613, 138.13012766838074), 'RANet': (0.00014397525915916824, 233.19483351707458), 'PWNet': (0.6842906563076575, 137.80889916419983), 'RNet': (0.004485243484461986, 59.219104290008545), 'XNet': (8.69670636186217e-05, 247.28906917572021)}
{'Regression Discontinuity': (0.003238007319298984, 0.0013594627380371094), 'Propensity Stratification': (0.0011159548093282907, 0.003367185592651367), 'Direct Difference': (0.36898214913281946, 0.0005640983581542969), 'Adjusted Direct': (0.005545420899597617, 11.238550424575806), 'Horvitz-Thompson': (0.019402697189445168, 0.0005173683166503906), 'Doubly Robust': (0.0018401164540572514, 12.538919448852539), 'TMLE': (8.271755225654295e-05, 35.6000452041626), 'Off-policy': (0.004105243752727233, 16.361472368240356), 'Double-Double': (6.777194073631499e-05, 28.67787742614746), 'Direct Prediction': (0.004649355620694608, 15.804433584213257), 'SNet': (0.024175671397044667, 50.34201121330261), 'FlexTENet': (0.0010989244499877674, 168.23893189430237), 'OffsetNet': (0.0012910906694040178, 179.01439595222473), 'TNet': (8.407356975783341e-05, 123.82614922523499), 'TARNet': (1.1999098355888608e-06, 113.43490552902222), 'DragonNet': (0.04971684963427471, 6.979406118392944), 'SNet3': (0.01329478170448454, 35.10789632797241), 'DRNet': (0.0009857423044949613, 128.19913935661316), 'RANet': (0.00014397525915916824, 215.25989270210266), 'PWNet': (0.6842906563076575, 129.21246480941772), 'RNet': (0.004485243484461986, 54.4966778755188), 'XNet': (8.69670636186217e-05, 228.48814344406128)}
{'Regression Discontinuity': (0.000508384881080613, 0.0009906291961669922), 'Propensity Stratification': (0.0013463185931894446, 0.002795696258544922), 'Direct Difference': (0.39650957919161506, 0.0005736351013183594), 'Adjusted Direct': (0.006160382011472988, 12.774303674697876), 'Horvitz-Thompson': (0.00395463267954047, 0.00049591064453125), 'Doubly Robust': (0.00014167678007506092, 13.04818868637085), 'TMLE': (0.04770948418310536, 25.955771446228027), 'Off-policy': (0.0016781699540511258, 12.852774381637573), 'Double-Double': (6.147148331814586e-05, 26.47095513343811), 'Direct Prediction': (0.0036209145503193025, 13.333049535751343), 'SNet': (0.09333105923951336, 8.849318981170654), 'FlexTENet': (9.544942479235536e-05, 144.7619068622589), 'OffsetNet': (0.0012599113754810352, 117.81113958358765), 'TNet': (3.820791592713928e-08, 122.26310539245605), 'TARNet': (2.869180557424165e-05, 96.24891567230225), 'DragonNet': (0.039630624627954567, 5.528235673904419), 'SNet3': (0.015750213167379536, 10.936718225479126), 'DRNet': (0.11094133091804363, 127.31812906265259), 'RANet': (1.4082112193710605e-05, 201.0404508113861), 'PWNet': (2.6501575012924414, 126.80292510986328), 'RNet': (0.0046416678240208216, 59.62305021286011), 'XNet': (1.2487675269126082e-05, 263.2310109138489)}
{'Regression Discontinuity': (0.0017244050071766705, 0.0011696815490722656), 'Propensity Stratification': (0.0015864382429926752, 0.00319671630859375), 'Direct Difference': (0.39650957919161506, 0.0005266666412353516), 'Adjusted Direct': (0.005347271612302251, 11.095159530639648), 'Horvitz-Thompson': (0.002801578710300758, 0.0005548000335693359), 'Doubly Robust': (0.0010722488141476378, 11.326563835144043), 'TMLE': (0.01405520956752676, 28.582464456558228), 'Off-policy': (0.003314673755243575, 25.66157603263855), 'Double-Double': (6.923733475618577e-05, 73.05290484428406), 'Direct Prediction': (0.0032089811115124755, 12.779289484024048), 'SNet': (0.09333105923951336, 8.13459038734436), 'FlexTENet': (9.544942479235536e-05, 113.31160140037537), 'OffsetNet': (0.0012599113754810352, 91.3720645904541), 'TNet': (3.820791592713928e-08, 96.0865831375122), 'TARNet': (2.869180557424165e-05, 77.56763577461243), 'DragonNet': (0.039630624627954567, 4.384210109710693), 'SNet3': (0.015750213167379536, 8.497019529342651), 'DRNet': (0.11094133091804363, 103.09475755691528), 'RANet': (1.4082112193710605e-05, 165.16906452178955), 'PWNet': (2.6501575012924414, 102.29772520065308), 'RNet': (0.0046416678240208216, 49.43983840942383), 'XNet': (1.2487675269126082e-05, 225.48844385147095)}
{'Regression Discontinuity': (0.0023579253498649745, 0.0009393692016601562), 'Propensity Stratification': (0.001743474696915053, 0.002727985382080078), 'Direct Difference': (0.4364310262404605, 0.0005571842193603516), 'Adjusted Direct': (0.0061995991218767215, 12.122287273406982), 'Horvitz-Thompson': (0.010407377077361148, 0.0004951953887939453), 'Doubly Robust': (5.278114902215776e-05, 12.141531467437744), 'TMLE': (0.07422247332613467, 24.027949571609497), 'Off-policy': (0.002783835978868096, 12.162683248519897), 'Double-Double': (6.532015774573251e-05, 24.59013819694519), 'Direct Prediction': (0.004325908264620278, 12.164681911468506), 'SNet': (0.007336197303681755, 46.924360513687134), 'FlexTENet': (5.605635014868488e-05, 131.83439660072327), 'OffsetNet': (0.0005492197683546995, 94.6116156578064), 'TNet': (0.0001723518079996873, 151.12368535995483), 'TARNet': (4.468412208126155e-05, 79.5259268283844), 'DragonNet': (0.009342081317081431, 4.05467963218689), 'SNet3': (0.0022572825959268545, 20.856321334838867), 'DRNet': (0.0002790164860267537, 158.6074595451355), 'RANet': (0.0003266008202876793, 232.7094316482544), 'PWNet': (0.3478889277913432, 159.76226544380188), 'RNet': (0.0055339293235642855, 81.90018558502197), 'XNet': (0.0003681529018610364, 281.396821975708)}
{'Regression Discontinuity': (0.0007677565337560464, 0.0010020732879638672), 'Propensity Stratification': (0.0016132692414349001, 0.0027687549591064453), 'Direct Difference': (0.4364310262404605, 0.0004754066467285156), 'Adjusted Direct': (0.005738305572595109, 14.437053918838501), 'Horvitz-Thompson': (0.007152271787948294, 0.0004858970642089844), 'Doubly Robust': (3.329486757603546e-05, 86.91616988182068), 'TMLE': (0.0041840921612337195, 71.03039455413818), 'Off-policy': (0.0030581644242595467, 38.34130024909973), 'Double-Double': (0.00011387561183588539, 88.42569899559021), 'Direct Prediction': (9.23089087933804e-05, 31.731973886489868), 'SNet': (0.007336197303681755, 41.051602363586426), 'FlexTENet': (5.605635014868488e-05, 108.76479458808899), 'OffsetNet': (0.0005492197683546995, 75.69237470626831), 'TNet': (0.0001723518079996873, 120.86425757408142), 'TARNet': (4.468412208126155e-05, 65.20854043960571), 'DragonNet': (0.009342081317081431, 3.537804126739502), 'SNet3': (0.0022572825959268545, 16.553566694259644), 'DRNet': (0.0002790164860267537, 126.01776003837585), 'RANet': (0.0003266008202876793, 184.88629817962646), 'PWNet': (0.3478889277913432, 128.55084609985352), 'RNet': (0.0055339293235642855, 67.70566868782043), 'XNet': (0.0003681529018610364, 226.76401710510254)}
{'Regression Discontinuity': (0.0018173393889057332, 0.0009338855743408203), 'Propensity Stratification': (0.001589279308568773, 0.0028142929077148438), 'Direct Difference': (0.4671180923981161, 0.0005707740783691406), 'Adjusted Direct': (0.00589421664785399, 11.96660327911377), 'Horvitz-Thompson': (0.0017180440046810736, 0.00047898292541503906), 'Doubly Robust': (0.0030346319508606128, 12.047125101089478), 'TMLE': (0.028986560601194037, 23.4287109375), 'Off-policy': (0.008160756020111529, 12.251084327697754), 'Double-Double': (1.0868257922818223e-05, 24.518903255462646), 'Direct Prediction': (1.4696558339263044e-05, 12.385953426361084), 'SNet': (0.05868370048674066, 18.103536367416382), 'FlexTENet': (0.00037822161165588505, 236.00296783447266), 'OffsetNet': (0.0007332375154908807, 162.05387330055237), 'TNet': (0.0005333567507125558, 62.1286985874176), 'TARNet': (0.001057368779659381, 138.55569291114807), 'DragonNet': (0.013796463690322787, 6.6099348068237305), 'SNet3': (0.03284352826659464, 14.841702222824097), 'DRNet': (12238.99400628939, 68.74806308746338), 'RANet': (0.00040178958320598394, 136.07691383361816), 'PWNet': (0.7406242807687514, 67.23624992370605), 'RNet': (0.005431139113862223, 65.60328388214111), 'XNet': (7.871193632894753e-05, 145.06362175941467)}
{'Regression Discontinuity': (0.001715769087546509, 0.0009744167327880859), 'Propensity Stratification': (0.0015764816239157166, 0.0026235580444335938), 'Direct Difference': (0.4671180923981161, 0.0004696846008300781), 'Adjusted Direct': (0.006288073055811591, 9.12141728401184), 'Horvitz-Thompson': (0.009157179367640584, 0.0005323886871337891), 'Doubly Robust': (0.0040800863067271655, 14.742372035980225), 'TMLE': (0.012230019832725612, 22.67282199859619), 'Off-policy': (0.005756432673467509, 43.949965476989746), 'Double-Double': (2.7355548475151077e-05, 85.6566903591156), 'Direct Prediction': (0.0004965998513734644, 14.698614597320557), 'SNet': (0.05868370048674066, 13.621002912521362), 'FlexTENet': (0.00037822161165588505, 184.54591274261475), 'OffsetNet': (0.0007332375154908807, 130.5375554561615), 'TNet': (0.0005333567507125558, 48.81945037841797), 'TARNet': (0.001057368779659381, 113.11208534240723), 'DragonNet': (0.013796463690322787, 5.180315732955933), 'SNet3': (0.03284352826659464, 11.743497848510742), 'DRNet': (12238.99400628939, 54.50294828414917), 'RANet': (0.00040178958320598394, 110.71243476867676), 'PWNet': (0.7406242807687514, 55.12190365791321), 'RNet': (0.005431139113862223, 55.089823961257935), 'XNet': (7.871193632894753e-05, 116.84837174415588)}
{'Regression Discontinuity': (0.0012753218761809187, 0.0009672641754150391), 'Propensity Stratification': (0.0008015316913872552, 0.002905130386352539), 'Direct Difference': (0.4326924686474175, 0.0005805492401123047), 'Adjusted Direct': (0.005044885382844222, 12.977123975753784), 'Horvitz-Thompson': (0.0014727710652314824, 0.0004918575286865234), 'Doubly Robust': (0.0008688427774601172, 13.160849809646606), 'TMLE': (0.023353123563927866, 26.07229971885681), 'Off-policy': (0.004336440052684478, 13.548285722732544), 'Double-Double': (0.00011120421716132694, 26.48177695274353), 'Direct Prediction': (0.0022677112405437784, 13.141669034957886), 'SNet': (0.00010315289227235441, 20.902779817581177), 'FlexTENet': (2.0794890331045913e-06, 157.02490377426147), 'OffsetNet': (0.000315823677812439, 182.18808341026306), 'TNet': (1.60778708650345e-05, 122.61289858818054), 'TARNet': (7.586181205474213e-05, 121.14094018936157), 'DragonNet': (0.02284859205251926, 4.630924224853516), 'SNet3': (0.005149691376394885, 14.054477453231812), 'DRNet': (0.000855065114892087, 128.17549085617065), 'RANet': (5.216668944387962e-07, 201.08553957939148), 'PWNet': (0.21304722602215634, 128.10315656661987), 'RNet': (0.004643835926453692, 70.49263381958008), 'XNet': (0.00015464474758374044, 220.28163862228394)}
{'Regression Discontinuity': (0.0006334448336172166, 0.001088857650756836), 'Propensity Stratification': (0.0007244064643713643, 0.0027921199798583984), 'Direct Difference': (0.4326924686474175, 0.0004856586456298828), 'Adjusted Direct': (0.004097957193192505, 9.377795696258545), 'Horvitz-Thompson': (7.43851633044775e-05, 0.00046062469482421875), 'Doubly Robust': (0.006023466177234931, 9.578695297241211), 'TMLE': (0.031673448632477064, 18.587209701538086), 'Off-policy': (0.0032577511276727093, 29.73516011238098), 'Double-Double': (6.289704522682405e-09, 86.56012272834778), 'Direct Prediction': (0.009391402533746755, 9.772759914398193), 'SNet': (0.00010315289227235441, 16.332033157348633), 'FlexTENet': (2.0794890331045913e-06, 123.09339570999146), 'OffsetNet': (0.000315823677812439, 145.91192054748535), 'TNet': (1.60778708650345e-05, 98.595059633255), 'TARNet': (7.586181205474213e-05, 98.76490902900696), 'DragonNet': (0.02284859205251926, 3.737196207046509), 'SNet3': (0.005149691376394885, 11.227415800094604), 'DRNet': (0.000855065114892087, 102.29024124145508), 'RANet': (5.216668944387962e-07, 161.22719955444336), 'PWNet': (0.21304722602215634, 102.3457453250885), 'RNet': (0.004643835926453692, 59.81276607513428), 'XNet': (0.00015464474758374044, 178.02325773239136)}
{'Regression Discontinuity': (0.001861457931338003, 0.0009365081787109375), 'Propensity Stratification': (0.0010958691579102929, 0.002716541290283203), 'Direct Difference': (0.3717867761997723, 0.00047016143798828125), 'Adjusted Direct': (0.005106036434550159, 9.39548110961914), 'Horvitz-Thompson': (0.00061676552649956, 0.0004508495330810547), 'Doubly Robust': (0.0019110507912879129, 14.569107294082642), 'TMLE': (0.0014115261646646569, 34.721174001693726), 'Off-policy': (0.005321236864596849, 40.738988399505615), 'Double-Double': (3.2871157607052683e-06, 89.66561031341553), 'Direct Prediction': (0.00038350124498579897, 32.275063037872314), 'SNet': (0.009671653024035179, 15.99229645729065), 'FlexTENet': (0.00014039228876728678, 97.9951331615448), 'OffsetNet': (0.0006199918553331631, 101.70264220237732), 'TNet': (9.438220187038631e-05, 117.70945644378662), 'TARNet': (0.00012202513642901092, 61.54632306098938), 'DragonNet': (0.017010003912730505, 4.449490547180176), 'SNet3': (0.004274826854599297, 24.49046802520752), 'DRNet': (0.019092615605935753, 121.42988133430481), 'RANet': (5.326319612167155e-05, 187.34391570091248), 'PWNet': (0.3876373054882201, 121.46988081932068), 'RNet': (0.005077183052112073, 55.56787180900574), 'XNet': (0.00016231370719662106, 217.3160650730133)}
{'Regression Discontinuity': (0.0011996247168752515, 0.0009679794311523438), 'Propensity Stratification': (0.0010464253542020081, 0.002779245376586914), 'Direct Difference': (0.3717867761997723, 0.0005459785461425781), 'Adjusted Direct': (0.00511911538759754, 12.235496282577515), 'Horvitz-Thompson': (0.0008325791673301193, 0.0004646778106689453), 'Doubly Robust': (0.00046664292060306814, 12.529505252838135), 'TMLE': (0.03724885468397081, 23.910680770874023), 'Off-policy': (0.003135345590599986, 12.11841368675232), 'Double-Double': (5.290683979503622e-05, 24.623350381851196), 'Direct Prediction': (0.002972156172766059, 12.806058883666992), 'SNet': (0.009671653024035179, 21.11246967315674), 'FlexTENet': (0.00014039228876728678, 126.8228759765625), 'OffsetNet': (0.0006199918553331631, 126.4628119468689), 'TNet': (9.438220187038631e-05, 145.45980525016785), 'TARNet': (0.00012202513642901092, 74.81112504005432), 'DragonNet': (0.017010003912730505, 5.4566168785095215), 'SNet3': (0.004274826854599297, 31.33048701286316), 'DRNet': (0.019092615605935753, 151.09187006950378), 'RANet': (5.326319612167155e-05, 234.04477310180664), 'PWNet': (0.3876373054882201, 150.43146419525146), 'RNet': (0.005077183052112073, 68.12324261665344), 'XNet': (0.00016231370719662106, 265.81582713127136)}
{'Regression Discontinuity': (0.0073010765502002995, 0.0009276866912841797), 'Propensity Stratification': (0.001654745975140674, 0.0025739669799804688), 'Direct Difference': (0.3029380100323031, 0.00046253204345703125), 'Adjusted Direct': (0.006546543682380598, 9.157513618469238), 'Horvitz-Thompson': (0.0012962391119398042, 0.0004584789276123047), 'Doubly Robust': (0.0008876071131058952, 9.121042728424072), 'TMLE': (0.0011048247397866704, 22.175848245620728), 'Off-policy': (0.007110480347425878, 13.537479162216187), 'Double-Double': (0.00011727875176544681, 24.980250120162964), 'Direct Prediction': (0.0010456801967774407, 24.870386362075806), 'SNet': (0.011779780666458177, 16.88109850883484), 'FlexTENet': (0.00010187957547448007, 132.16393542289734), 'OffsetNet': (0.0004381796098190314, 139.3109803199768), 'TNet': (0.01213088133518218, 46.296947956085205), 'TARNet': (4.405304426938793e-05, 105.74380898475647), 'DragonNet': (0.011871548598235268, 5.499862909317017), 'SNet3': (0.00796030819132654, 11.575162887573242), 'DRNet': (0.0003803195899368334, 52.03894925117493), 'RANet': (0.01322028699798131, 98.40529489517212), 'PWNet': (0.01705584409623742, 51.606338024139404), 'RNet': (0.005729935804630084, 55.49484705924988), 'XNet': (0.008008465032253598, 132.5592405796051)}
{'Regression Discontinuity': (0.004893681558092014, 0.0009517669677734375), 'Propensity Stratification': (0.0013892723557757734, 0.002722501754760742), 'Direct Difference': (0.3029380100323031, 0.0005347728729248047), 'Adjusted Direct': (0.0067208868403039424, 11.988638877868652), 'Horvitz-Thompson': (0.0023772547951543964, 0.00047087669372558594), 'Doubly Robust': (0.0019857349427773005, 11.746919393539429), 'TMLE': (0.005313141073115024, 23.766281843185425), 'Off-policy': (0.004963480143873755, 12.727535009384155), 'Double-Double': (0.00046190874131644933, 24.442995309829712), 'Direct Prediction': (1.2505735227055847e-05, 12.268194198608398), 'SNet': (0.011779780666458177, 20.5280020236969), 'FlexTENet': (0.00010187957547448007, 165.53755593299866), 'OffsetNet': (0.0004381796098190314, 173.9515688419342), 'TNet': (0.01213088133518218, 56.33637475967407), 'TARNet': (4.405304426938793e-05, 123.7728202342987), 'DragonNet': (0.011871548598235268, 6.979364395141602), 'SNet3': (0.00796030819132654, 14.524072408676147), 'DRNet': (0.0003803195899368334, 62.18089580535889), 'RANet': (0.01322028699798131, 120.29830288887024), 'PWNet': (0.01705584409623742, 61.621509075164795), 'RNet': (0.005729935804630084, 64.39935302734375), 'XNet': (0.008008465032253598, 160.5857093334198)}
{'Regression Discontinuity': (0.002167707857474333, 0.0009074211120605469), 'Propensity Stratification': (0.0011746099485631847, 0.002646207809448242), 'Direct Difference': (0.3685651226904932, 0.0004506111145019531), 'Adjusted Direct': (0.005675602381505088, 9.259878158569336), 'Horvitz-Thompson': (0.027221749700635615, 0.0004911422729492188), 'Doubly Robust': (0.0005626885409116486, 9.921633005142212), 'TMLE': (0.03168259828931535, 19.68320608139038), 'Off-policy': (0.003770252293624434, 46.34036612510681), 'Double-Double': (0.00018435349230653275, 86.9399061203003), 'Direct Prediction': (0.005143456662893496, 11.079436779022217), 'SNet': (0.017260876691122872, 39.966734170913696), 'FlexTENet': (0.00021302519733150095, 118.6980676651001), 'OffsetNet': (0.0006536433874324135, 130.0025827884674), 'TNet': (1.2032498396133955e-06, 111.93397498130798), 'TARNet': (3.8725746556512214e-05, 112.28835010528564), 'DragonNet': (0.02941234904977829, 5.285315036773682), 'SNet3': (0.005891693050983459, 30.976467847824097), 'DRNet': (0.4658101120884998, 179.51465821266174), 'RANet': (1.492483040892427e-07, 303.23532605171204), 'PWNet': (775.9038066773045, 202.79362893104553), 'RNet': (0.005382459055035921, 84.80713415145874), 'XNet': (8.875845514314688e-05, 406.12452125549316)}
